glycan,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref,taxon_id
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc1Cer,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_lutreola,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,,9666
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_lutreola,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,,9666
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_lutreola,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,,9666
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_lutreola,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,,9666
Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc-ol,Mustela_lutreola,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,,9666
Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc-ol,Mustela_lutreola,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,,9666
Fuc(a1-2)Gal(b1-4)Glc-ol,Mustela_putorius,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/14252166/,9668
Gal(b1-4)Glc-ol,Mustela_putorius,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/2863046/,9668
Fuc(a1-2)Gal(b1-4)Glc-ol,Mustela_vison,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/16289988/,452646
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Mustela_vison,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/16289988/,452646
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3/6)[Gal(b1-4)GlcNAc(b1-3/6)]Gal(b1-4)Glc-ol,Mustela_vison,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/16289988/,452646
Gal(a1-3)Gal(b1-4)Glc-ol,Mustela_vison,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/16289988/,452646
Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Mustela_vison,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/16289988/,452646
Gal(b1-4)Glc-ol,Mustela_vison,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/16289988/,452646
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Mustela_vison,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/16289988/,452646
Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Mustela_vison,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/16289988/,452646
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Mustela_vison,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/16289988/,452646
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Mustela_vison,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/16289988/,452646
Neu5Ac(a2-3)Gal1Cer,Mustelus_griseus,Mustelus,Triakidae,Carcharhiniformes,Chondrichthyes,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/12091485/,89020
Neu5Ac(a2-3)Gal1Cer,Mustelus_manazo,Mustelus,Triakidae,Carcharhiniformes,Chondrichthyes,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/12091485/,79736
Glc(b1-3)ManOPyr(b1-4)Glc(a1-3)Rha(b1-4)Glc,Mycobacterium_album,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,230710
D-Araf(b1-2)D-Araf(a1-3)[D-Araf(b1-2)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-3)[D-Araf(b1-2)D-Araf(a1-3)[D-Araf(b1-2)D-Araf(a1-5)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)][GalN(a1-2)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)[Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-6)]Galf(b1-5)Galf(b1-6)[D-Araf(b1-2)D-Araf(a1-3)[D-Araf(b1-2)D-Araf(a1-5)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-3)[D-Araf(b1-2)D-Araf(a1-3)[D-Araf(b1-2)D-Araf(a1-5)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)]Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/29443974/,1764
D-Araf(b1-2)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)[D-Araf(b1-2)D-Araf(a1-3)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-3)[D-Araf(b1-2)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-3)[Man(a1-2)Man(a1-2)D-Araf(b1-2)D-Araf(a1-5)D-Araf(a1-5)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-3)[Man(a1-2)Man(a1-2)D-Araf(b1-2)D-Araf(a1-5)[D-Araf(b1-2)D-Araf(a1-3)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-3)[Man(a1-2)Man(a1-2)D-Araf(b1-2)D-Araf(a1-3)[Man(a1-2)D-Araf(b1-2)D-Araf(a1-5)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(?1-?)[Man(a1-2)[Man(a1-6)]Man(a1-6)[Man(a1-2)]Man(a1-6)[Man(a1-2)]Man(a1-6)[Man(a1-2)]Man(a1-6)[Man(a1-2)]Man(a1-6)[Man(a1-2)]Man(a1-6)]Man(a1-6)[Man(a1-2)]Man(a1-6)[Man(a1-2)]Man(a1-6)Man(a1-6)Man(a1-6)Man,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/29443974/,1764
D-Fuc2Me4NAc(a1-4)GlcA(b1-4)Fuc2Me(a1-3)Rha(a1-2)6dTal,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
D-FucNAcOMe(a1-4)GlcA(b1-4)FucOMe(a1-3)Rha(a1-2)6dTal,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
Fuc2Me(a1-4)Fuc2Me(a1-3)Rha(a1-2)6dTal,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
Fuc2Me3Me(a1-3)Rha(a1-2)6dTal,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
Fuc2Me3Me(a1-4)GlcA(b1-4)Fuc2Me3Me(a1-3)Rha(a1-2)6dTal,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
Fuc2Me4Me(a1-4)GlcA(b1-4)Fuc2Me(a1-3)Rha(a1-2)6dTal,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
FucOMe(a1-3)Rha(a1-2)6dTal,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
FucOMe(a1-4)FucOMe(a1-3)Rha(a1-2)6dTal,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
FucOMe(a1-4)FucOMe(a1-3)Rha(a1-5)1dAlt-ol,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
FucOMe(a1-4)GlcA(b1-4)FucOMe(a1-3)Rha(a1-2)6dTal,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
Galf(b1-6)Galf(b1-5)Galf,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
Glc3Me(b1-3)Rha,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
Glc3Me(b1-3)Rha(a1-2)6dTal,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
Glc3Me4Pyr(b1-3)Rha(a1-2)6dTal,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
GlcOMe(b1-3)Rha(a1-2)6dTal,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
GlcOMeOPyr(b1-3)Rha(a1-2)6dTal,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
GlcOMeOPyr(b1-3)Rha(a1-5)1dAlt-ol,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
GlcOPyr(b1-3)Rha(a1-5)1dAlt-ol,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
Man(a1-2)Man(a1-5)D-Araf(b1-2)D-Araf(a1-3)[Man(a1-2)Man(a1-5)D-Araf(b1-2)D-Araf(a1-5)]D-Araf(a1-5)D-Araf,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
Man(a1-2)Man(a1-5)D-Araf(b1-2)D-Araf(a1-5)D-Araf(a1-5)D-Araf,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
Man(a1-6)[Man(a1-2)]Man(a1-6)Man(a1-6)[Man(a1-2)]Man(a1-6)Man(a1-6)[Man(a1-2)]Man(a1-6)Man,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
QuiN(b1-3)RhaOMe(a1-4)Rha(a1-3)Rha(a1-3)6dTal,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
Rha(a1-2)6dTal,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
Rha4Me(a1-4)Fuc2Me(a1-3)Rha(a1-2)6dTal,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
Rha4Me(a1-4)Fuc2Me(a1-3)Rha(a1-2)D-6dTal,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
RhaOMe(a1-4)FucOMe(a1-3)Rha(a1-2)6dTal,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
RhaOMeCMeOFo(a1-3)D-RhaOMe(a1-3)FucOMe(a1-3)Rha(a1-2)6dTal,Mycobacterium_avium,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1764
Araf(b1-2)Araf(a1-3)[Araf(b1-2)Araf(a1-5)]Araf,Mycobacterium_bovis,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1765
D-Araf(a1-5)[Man(a1-2)Man(a1-5)D-Araf(a1-2)D-Araf(a1-3)[Man(a1-5)D-Araf(a1-5)D-Araf(a1-5)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-3)]D-Araf(a1-5)D-Araf(a1-5)D-Araf,Mycobacterium_bovis,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1765
D-Araf(b1-2)D-Araf(a1-3)[D-Araf(b1-2)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-3)[D-Araf(b1-2)D-Araf(a1-3)[D-Araf(b1-2)D-Araf(a1-5)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)][GalN(a1-2)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)[Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-6)]Galf(b1-5)Galf(b1-6)[D-Araf(b1-2)D-Araf(a1-3)[D-Araf(b1-2)D-Araf(a1-5)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-3)[D-Araf(b1-2)D-Araf(a1-3)[D-Araf(b1-2)D-Araf(a1-5)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)]Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf,Mycobacterium_bovis,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/29443974/,1765
D-Araf(b1-2)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)[D-Araf(b1-2)D-Araf(a1-3)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-3)[D-Araf(b1-2)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-3)[Man(a1-2)Man(a1-2)D-Araf(b1-2)D-Araf(a1-5)D-Araf(a1-5)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-3)[Man(a1-2)Man(a1-2)D-Araf(b1-2)D-Araf(a1-5)[D-Araf(b1-2)D-Araf(a1-3)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-3)[Man(a1-2)Man(a1-2)D-Araf(b1-2)D-Araf(a1-3)[Man(a1-2)D-Araf(b1-2)D-Araf(a1-5)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(?1-?)[Man(a1-2)[Man(a1-6)]Man(a1-6)[Man(a1-2)]Man(a1-6)[Man(a1-2)]Man(a1-6)[Man(a1-2)]Man(a1-6)[Man(a1-2)]Man(a1-6)[Man(a1-2)]Man(a1-6)]Man(a1-6)[Man(a1-2)]Man(a1-6)[Man(a1-2)]Man(a1-6)Man(a1-6)Man(a1-6)Man,Mycobacterium_bovis,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/29443974/,1765
D-Araf(b1-2)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-5)[D-Araf(b1-2)D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-3)]D-Araf,Mycobacterium_bovis,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1765
Galf(a1-4)Rha(b1-4)GlcNAc,Mycobacterium_bovis,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1765
Galf(b1-5)Galf(b1-6)Galf,Mycobacterium_bovis,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1765
Galf(b1-6)Galf(b1-5)Galf,Mycobacterium_bovis,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1765
Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)[Glc(a1-6)]Glc(a1-4)Glc,Mycobacterium_bovis,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/26005149/,1765
Glc(a1-6)Glc(a1-4)[Glc(a1-6)]Glc(a1-6)Glc(a1-6)Glc(a1-6)Glc,Mycobacterium_bovis,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1765
Glc(a1-6)[Glc(a1-4)]Glc(a1-6)Glc,Mycobacterium_bovis,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1765
GlcOMe(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)[Glc(b1-3)]Glc(a1-4)Glc(a1-4)[Glc(b1-3)]Glc(a1-6)GlcGroA,Mycobacterium_bovis,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1765
GlcOMe(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)[Glc(b1-3)]GlcOMe(a1-4)Glc(a1-4)[Glc(b1-3)]Glc(a1-6)GlcGroA,Mycobacterium_bovis,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1765
GlcOMe(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)[Glc(b1-3)]GlcOMe(a1-4)Glc(a1-4)[QuiNAc(b1-3)]Glc(a1-6)GlcGroA,Mycobacterium_bovis,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1765
GlcOMe(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)[Glc(b1-3)]GlcOMe(a1-4)GlcOMe(a1-4)Glc(a1-6)GlcGroA,Mycobacterium_bovis,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1765
GlcOMe(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)[Glc(b1-3)]GlcOMe(a1-4)GlcOMe(a1-4)[Glc(b1-3)]Glc(a1-6)GlcGroA,Mycobacterium_bovis,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1765
Man(a1-2)Man(a1-2)Man(a1-5)D-Araf,Mycobacterium_bovis,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1765
Man(a1-2)Man(a1-2)Man(a1-6)Man(a1-6)Man,Mycobacterium_bovis,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1765
[Man(a1-2)]Man(a1-6)Man,Mycobacterium_bovis,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1765
GlcOMeOPyr(b1-3)GlcOPyr(b1-4)Glc(b1-6)Glc,Mycobacterium_butyricum,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,
Glc(b1-4)GlcAOPyr(b1-4)Fuc(a1-3)Glc,Mycobacterium_convolutum,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,
Glc(a1-1)Glc,Mycobacterium_fortuitum,Mycobacterium,Mycobacteriaceae,Mycobacteriales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,gwb,1766
D-6dAraHexOMe(a1-3)FucOMe(a1-3)RhaOMe(a1-3)RhaOMe,Mycobacterium_gastri,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1777
Glc(a1-1)[L-Xyl(b1-3)L-Xyl(b1-3)L-Xyl(b1-3)L-Xyl(b1-3)L-Xyl(b1-3)L-Xyl(b1-4)Rha3Me(a1-3)Gal(b1-3)Glc(b1-4)]Glc,Mycobacterium_gastri,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1777
Glc(a1-1)[L-Xyl(b1-4)L-Xyl(b1-4)L-Xyl(b1-4)L-Xyl(b1-4)L-Xyl(b1-4)L-Xyl(b1-4)Rha3Me(a1-3)Gal(b1-3)Glc(b1-4)]Glc,Mycobacterium_gastri,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1777
Glc(a1-1)[L-Xyl(b1-4)L-Xyl(b1-4)Rha3Me(?1-?)Gal(b1-3)Glc(b1-4)]Glc,Mycobacterium_gastri,Mycobacterium,Mycobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,,1777
